key,basename,image_path,mask_path,port_id,patch_id,timestamp
tanger_med__P2__L1C__20170310T105841Z__eoCC0.000__CRNA__ND0.000__512px,tanger_med__P2__L1C__20170310T105841Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/tanger_med__P2__L1C__20170310T105841Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/tanger_med__P2__L1C__20170310T105841Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,tanger_med,P2,20170310T105841Z
bremen__P2__L1C__20170314T104011Z__eoCC99.860__CRNA__ND0.000__512px,bremen__P2__L1C__20170314T104011Z__eoCC99.860__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/bremen__P2__L1C__20170314T104011Z__eoCC99.860__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/bremen__P2__L1C__20170314T104011Z__eoCC99.860__CRNA__ND0.000__512px_mask.png,bremen,P2,20170314T104011Z
qing_dao__P7__L1C__20170330T024721Z__eoCC22.799__CRNA__ND0.000__512px,qing_dao__P7__L1C__20170330T024721Z__eoCC22.799__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/qing_dao__P7__L1C__20170330T024721Z__eoCC22.799__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/qing_dao__P7__L1C__20170330T024721Z__eoCC22.799__CRNA__ND0.000__512px_mask.png,qing_dao,P7,20170330T024721Z
algeciras__P1__L1C__20170330T105621Z__eoCC72.171__CRNA__ND0.000__512px,algeciras__P1__L1C__20170330T105621Z__eoCC72.171__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/algeciras__P1__L1C__20170330T105621Z__eoCC72.171__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/algeciras__P1__L1C__20170330T105621Z__eoCC72.171__CRNA__ND0.000__512px_mask.png,algeciras,P1,20170330T105621Z
shenzhen__P6__L1C__20170402T024541Z__eoCC0.000__CRNA__ND0.000__512px,shenzhen__P6__L1C__20170402T024541Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/shenzhen__P6__L1C__20170402T024541Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/shenzhen__P6__L1C__20170402T024541Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,shenzhen,P6,20170402T024541Z
ho_chi_minh_city__P3__L1C__20170408T030541Z__eoCC21.404__CRNA__ND0.000__512px,ho_chi_minh_city__P3__L1C__20170408T030541Z__eoCC21.404__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/ho_chi_minh_city__P3__L1C__20170408T030541Z__eoCC21.404__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/ho_chi_minh_city__P3__L1C__20170408T030541Z__eoCC21.404__CRNA__ND0.000__512px_mask.png,ho_chi_minh_city,P3,20170408T030541Z
antwerpbrugges__P1__L1C__20170409T105651Z__eoCC0.000__CRNA__ND0.000__512px,antwerpbrugges__P1__L1C__20170409T105651Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/antwerpbrugges__P1__L1C__20170409T105651Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/antwerpbrugges__P1__L1C__20170409T105651Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,antwerpbrugges,P1,20170409T105651Z
rizhao__P1__L1C__20170412T025721Z__eoCC4.294__CRNA__ND0.000__512px,rizhao__P1__L1C__20170412T025721Z__eoCC4.294__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/rizhao__P1__L1C__20170412T025721Z__eoCC4.294__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/rizhao__P1__L1C__20170412T025721Z__eoCC4.294__CRNA__ND0.000__512px_mask.png,rizhao,P1,20170412T025721Z
hamborg__P1__L1C__20170415T103019Z__eoCC72.675__CRNA__ND0.000__512px,hamborg__P1__L1C__20170415T103019Z__eoCC72.675__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/hamborg__P1__L1C__20170415T103019Z__eoCC72.675__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/hamborg__P1__L1C__20170415T103019Z__eoCC72.675__CRNA__ND0.000__512px_mask.png,hamborg,P1,20170415T103019Z
piraeus__P1__L1C__20170416T090551Z__eoCC2.450__CRNA__ND0.000__512px,piraeus__P1__L1C__20170416T090551Z__eoCC2.450__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/piraeus__P1__L1C__20170416T090551Z__eoCC2.450__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/piraeus__P1__L1C__20170416T090551Z__eoCC2.450__CRNA__ND0.000__512px_mask.png,piraeus,P1,20170416T090551Z
abu_dhabi__P1__L1C__20170424T070231Z__eoCC0.891__CRNA__ND0.000__512px,abu_dhabi__P1__L1C__20170424T070231Z__eoCC0.891__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/abu_dhabi__P1__L1C__20170424T070231Z__eoCC0.891__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/abu_dhabi__P1__L1C__20170424T070231Z__eoCC0.891__CRNA__ND0.000__512px_mask.png,abu_dhabi,P1,20170424T070231Z
long_beach__P2__L1C__20170504T182921Z__eoCC17.952__CRNA__ND0.000__512px,long_beach__P2__L1C__20170504T182921Z__eoCC17.952__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/long_beach__P2__L1C__20170504T182921Z__eoCC17.952__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/long_beach__P2__L1C__20170504T182921Z__eoCC17.952__CRNA__ND0.000__512px_mask.png,long_beach,P2,20170504T182921Z
long_beach__P3__L1C__20170504T182921Z__eoCC17.952__CRNA__ND0.000__512px,long_beach__P3__L1C__20170504T182921Z__eoCC17.952__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/long_beach__P3__L1C__20170504T182921Z__eoCC17.952__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/long_beach__P3__L1C__20170504T182921Z__eoCC17.952__CRNA__ND0.000__512px_mask.png,long_beach,P3,20170504T182921Z
houston__P4__L1C__20170507T170311Z__eoCC2.603__CRNA__ND0.000__512px,houston__P4__L1C__20170507T170311Z__eoCC2.603__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/houston__P4__L1C__20170507T170311Z__eoCC2.603__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/houston__P4__L1C__20170507T170311Z__eoCC2.603__CRNA__ND0.000__512px_mask.png,houston,P4,20170507T170311Z
tokyo__P1__L1C__20170518T013711Z__eoCC61.171__CRNA__ND0.000__512px,tokyo__P1__L1C__20170518T013711Z__eoCC61.171__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/tokyo__P1__L1C__20170518T013711Z__eoCC61.171__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/tokyo__P1__L1C__20170518T013711Z__eoCC61.171__CRNA__ND0.000__512px_mask.png,tokyo,P1,20170518T013711Z
cai_mep__P1__L1C__20170518T030551Z__eoCC61.509__CRNA__ND0.000__512px,cai_mep__P1__L1C__20170518T030551Z__eoCC61.509__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/cai_mep__P1__L1C__20170518T030551Z__eoCC61.509__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/cai_mep__P1__L1C__20170518T030551Z__eoCC61.509__CRNA__ND0.000__512px_mask.png,cai_mep,P1,20170518T030551Z
tanger_med__P1__L1C__20170519T105651Z__eoCC32.040__CRNA__ND0.000__512px,tanger_med__P1__L1C__20170519T105651Z__eoCC32.040__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/tanger_med__P1__L1C__20170519T105651Z__eoCC32.040__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/tanger_med__P1__L1C__20170519T105651Z__eoCC32.040__CRNA__ND0.000__512px_mask.png,tanger_med,P1,20170519T105651Z
hong_kong__P1__L1C__20170525T025551Z__eoCC67.872__CRNA__ND0.000__512px,hong_kong__P1__L1C__20170525T025551Z__eoCC67.872__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/hong_kong__P1__L1C__20170525T025551Z__eoCC67.872__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/hong_kong__P1__L1C__20170525T025551Z__eoCC67.872__CRNA__ND0.000__512px_mask.png,hong_kong,P1,20170525T025551Z
bremen__P2__L1C__20170602T104021Z__eoCC0.742__CRNA__ND0.000__512px,bremen__P2__L1C__20170602T104021Z__eoCC0.742__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/bremen__P2__L1C__20170602T104021Z__eoCC0.742__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/bremen__P2__L1C__20170602T104021Z__eoCC0.742__CRNA__ND0.000__512px_mask.png,bremen,P2,20170602T104021Z
rotterdam__P2__L1C__20170603T110039Z__eoCC97.047__CRNA__ND0.000__512px,rotterdam__P2__L1C__20170603T110039Z__eoCC97.047__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/rotterdam__P2__L1C__20170603T110039Z__eoCC97.047__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/rotterdam__P2__L1C__20170603T110039Z__eoCC97.047__CRNA__ND0.000__512px_mask.png,rotterdam,P2,20170603T110039Z
yantai__P1__L1C__20170608T023551Z__eoCC48.601__CRNA__ND0.000__512px,yantai__P1__L1C__20170608T023551Z__eoCC48.601__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/yantai__P1__L1C__20170608T023551Z__eoCC48.601__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/yantai__P1__L1C__20170608T023551Z__eoCC48.601__CRNA__ND0.000__512px_mask.png,yantai,P1,20170608T023551Z
new_york_new_jersey__P2__L1C__20170612T153911Z__eoCC0.000__CRNA__ND0.000__512px,new_york_new_jersey__P2__L1C__20170612T153911Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/new_york_new_jersey__P2__L1C__20170612T153911Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/new_york_new_jersey__P2__L1C__20170612T153911Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,new_york_new_jersey,P2,20170612T153911Z
abu_dhabi__P1__L1C__20170613T064621Z__eoCC0.068__CRNA__ND0.000__512px,abu_dhabi__P1__L1C__20170613T064621Z__eoCC0.068__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/abu_dhabi__P1__L1C__20170613T064621Z__eoCC0.068__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/abu_dhabi__P1__L1C__20170613T064621Z__eoCC0.068__CRNA__ND0.000__512px_mask.png,abu_dhabi,P1,20170613T064621Z
antwerpbrugges__P1__L1C__20170618T105621Z__eoCC29.053__CRNA__ND0.000__512px,antwerpbrugges__P1__L1C__20170618T105621Z__eoCC29.053__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/antwerpbrugges__P1__L1C__20170618T105621Z__eoCC29.053__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/antwerpbrugges__P1__L1C__20170618T105621Z__eoCC29.053__CRNA__ND0.000__512px_mask.png,antwerpbrugges,P1,20170618T105621Z
rotterdam__P4__L1C__20170620T105029Z__eoCC97.601__CRNA__ND0.000__512px,rotterdam__P4__L1C__20170620T105029Z__eoCC97.601__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/rotterdam__P4__L1C__20170620T105029Z__eoCC97.601__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/rotterdam__P4__L1C__20170620T105029Z__eoCC97.601__CRNA__ND0.000__512px_mask.png,rotterdam,P4,20170620T105029Z
new_york_new_jersey__P1__L1C__20170620T154909Z__eoCC0.569__CRNA__ND0.000__512px,new_york_new_jersey__P1__L1C__20170620T154909Z__eoCC0.569__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/new_york_new_jersey__P1__L1C__20170620T154909Z__eoCC0.569__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/new_york_new_jersey__P1__L1C__20170620T154909Z__eoCC0.569__CRNA__ND0.000__512px_mask.png,new_york_new_jersey,P1,20170620T154909Z
abu_dhabi__P1__L1C__20170626T065621Z__eoCC9.063__CRNA__ND0.000__512px,abu_dhabi__P1__L1C__20170626T065621Z__eoCC9.063__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/abu_dhabi__P1__L1C__20170626T065621Z__eoCC9.063__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/abu_dhabi__P1__L1C__20170626T065621Z__eoCC9.063__CRNA__ND0.000__512px_mask.png,abu_dhabi,P1,20170626T065621Z
long_beach__P1__L1C__20170628T182919Z__eoCC13.920__CRNA__ND0.000__512px,long_beach__P1__L1C__20170628T182919Z__eoCC13.920__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/long_beach__P1__L1C__20170628T182919Z__eoCC13.920__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/long_beach__P1__L1C__20170628T182919Z__eoCC13.920__CRNA__ND0.000__512px_mask.png,long_beach,P1,20170628T182919Z
colon__P1__L1C__20170704T154549Z__eoCC18.776__CRNA__ND0.000__512px,colon__P1__L1C__20170704T154549Z__eoCC18.776__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/colon__P1__L1C__20170704T154549Z__eoCC18.776__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/colon__P1__L1C__20170704T154549Z__eoCC18.776__CRNA__ND0.000__512px_mask.png,colon,P1,20170704T154549Z
ningbozhoushan__P2__L1C__20170705T022551Z__eoCC10.614__CRNA__ND0.000__512px,ningbozhoushan__P2__L1C__20170705T022551Z__eoCC10.614__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/ningbozhoushan__P2__L1C__20170705T022551Z__eoCC10.614__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/ningbozhoushan__P2__L1C__20170705T022551Z__eoCC10.614__CRNA__ND0.000__512px_mask.png,ningbozhoushan,P2,20170705T022551Z
new_york_new_jersey__P1__L1C__20170705T160131Z__eoCC16.493__CRNA__ND0.000__512px,new_york_new_jersey__P1__L1C__20170705T160131Z__eoCC16.493__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/new_york_new_jersey__P1__L1C__20170705T160131Z__eoCC16.493__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/new_york_new_jersey__P1__L1C__20170705T160131Z__eoCC16.493__CRNA__ND0.000__512px_mask.png,new_york_new_jersey,P1,20170705T160131Z
valencia__P1__L1C__20170710T105029Z__eoCC0.010__CRNA__ND0.000__512px,valencia__P1__L1C__20170710T105029Z__eoCC0.010__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/valencia__P1__L1C__20170710T105029Z__eoCC0.010__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/valencia__P1__L1C__20170710T105029Z__eoCC0.010__CRNA__ND0.000__512px_mask.png,valencia,P1,20170710T105029Z
algeciras__P1__L1C__20170713T105649Z__eoCC7.828__CRNA__ND0.000__512px,algeciras__P1__L1C__20170713T105649Z__eoCC7.828__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/algeciras__P1__L1C__20170713T105649Z__eoCC7.828__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/algeciras__P1__L1C__20170713T105649Z__eoCC7.828__CRNA__ND0.000__512px_mask.png,algeciras,P1,20170713T105649Z
tianjin__P4__L1C__20170714T030631Z__eoCC42.384__CRNA__ND0.000__512px,tianjin__P4__L1C__20170714T030631Z__eoCC42.384__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/tianjin__P4__L1C__20170714T030631Z__eoCC42.384__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/tianjin__P4__L1C__20170714T030631Z__eoCC42.384__CRNA__ND0.000__512px_mask.png,tianjin,P4,20170714T030631Z
algeciras__P1__L1C__20170723T105619Z__eoCC0.000__CRNA__ND0.000__512px,algeciras__P1__L1C__20170723T105619Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/algeciras__P1__L1C__20170723T105619Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/algeciras__P1__L1C__20170723T105619Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,algeciras,P1,20170723T105619Z
tanjung_perak__P1__L1C__20170725T022551Z__eoCC0.000__CRNA__ND0.000__512px,tanjung_perak__P1__L1C__20170725T022551Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/tanjung_perak__P1__L1C__20170725T022551Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/tanjung_perak__P1__L1C__20170725T022551Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,tanjung_perak,P1,20170725T022551Z
valencia__P1__L1C__20170725T105031Z__eoCC9.125__CRNA__ND0.000__512px,valencia__P1__L1C__20170725T105031Z__eoCC9.125__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/valencia__P1__L1C__20170725T105031Z__eoCC9.125__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/valencia__P1__L1C__20170725T105031Z__eoCC9.125__CRNA__ND0.000__512px_mask.png,valencia,P1,20170725T105031Z
tanger_med__P1__L1C__20170726T110619Z__eoCC0.000__CRNA__ND0.000__512px,tanger_med__P1__L1C__20170726T110619Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/tanger_med__P1__L1C__20170726T110619Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/tanger_med__P1__L1C__20170726T110619Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,tanger_med,P1,20170726T110619Z
algeciras__P1__L1C__20170731T110651Z__eoCC0.219__CRNA__ND0.000__512px,algeciras__P1__L1C__20170731T110651Z__eoCC0.219__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/algeciras__P1__L1C__20170731T110651Z__eoCC0.219__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/algeciras__P1__L1C__20170731T110651Z__eoCC0.219__CRNA__ND0.000__512px_mask.png,algeciras,P1,20170731T110651Z
algeciras__P1__L1C__20170802T105649Z__eoCC0.220__CRNA__ND0.000__512px,algeciras__P1__L1C__20170802T105649Z__eoCC0.220__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/algeciras__P1__L1C__20170802T105649Z__eoCC0.220__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/algeciras__P1__L1C__20170802T105649Z__eoCC0.220__CRNA__ND0.000__512px_mask.png,algeciras,P1,20170802T105649Z
